word,label
pilar,0
pilgrimage,1
pillars,1
pilot,1
pilots,1
pinnacle,1
pioneer,1
piquet,0
pirats,0
pit,1
pitches,1
pithiviers,1
pits,1
pitting,1
pituitary,1
pivotal,1
place,0
placed,0
places,0
placing,0
plan,0
plane,0
planes,0
planet,1
planets,0
plank,1
planned,0
planning,0
plans,0
plant,0
plantations,1
plasma,1
plated,1
platelet,1
plates,0
platform,1
platforms,0
play,0
played,0
player,0
players,0
playing,0
plays,0
plaza,0
plea,1
pleas,1
pleasantries,1
pleased,0
pleasure,1
pledge,1
pleiades,1
plesetsk,0
plethora,1
pliocene,1
plot,1
plotted,1
plug,1
plummeting,1
plundering,1
plunged,1
plutocrats,1
pm,0
pneumonia,1
pocari,0
pocket,0
pocono,0
poem,0
poems,1
poetry,1
point,0
pointed,0
points,0
poland,0
police,0
policies,1
policing,1
policy,0
polish,0
political,1
politically,1
politicians,1
politicizing,1
politics,0
poll,0
polling,0
polls,0
polymerase,1
polyp,1
pompeii,1
pongsak,0
pool,0
poor,0
pope,0
popular,0
populated,1
population,0
porphyrin,1
port,0
portal,1
portfolio,1
portfolios,1
portillo,0
portion,1
portrait,1
portray,1
portugal,0
posh,1
posing,1
position,0
positioned,1
positions,0
possibility,1
possibly,0
post,0
postdoctoral,1
posted,0
poster,0
posters,1
posting,1
postmortem,1
postoperative,1
pot,0
potato,0
potential,1
potentially,1
potus,0
poulsen,0
pounce,1
pounds,0
poverty,1
powell,0
power,0
powered,0
powerful,0
powerhouse,1
powers,0
practically,1
practice,1
practicing,0
practising,1
praise,1
praised,1
praises,1
prawit,0
prayers,0
prayut,1
preached,1
preceded,1
precious,1
precisely,1
predated,1
predators,1
predatory,1
predawn,1
predicted,1
prediction,1
preferential,1
preferred,1
prejudiced,1
preliminary,1
premier,1
premiered,1
premiers,1
premières,1
preoccupied,1
preoperative,1
preparation,0
preparations,1
prepare,0
prepared,0
preparing,1
prescription,1
presence,1
present,0
presented,0
presently,1
preservation,1
preserve,1
preserved,1
preserves,1
preserving,1
presidency,0
president,0
presidential,0
press,0
presse,0
pressed,0
pressure,0
prestige,1
presumed,1
presumptive,1
pretentious,1
pretty,1
prevailing,0
prevent,0
prevented,0
preventing,0
prevents,0
previous,1
previously,1
prey,0
price,0
prices,0
priest,0
primarily,1
primary,0
prime,0
primed,1
primeiro,1
primetime,1
primitive,1
principal,1
principles,1
print,0
prior,0
prison,1
prisoner,1
prisoners,0
prisons,0
privacy,1
private,0
privately,1
prix,0
prize,0
probably,1
probe,1
problem,0
problematic,1
problems,0
procedural,1
proceed,1
proceeding,1
proceedings,1
process,0
proclaimed,1
produce,1
produced,0
produces,0
product,0
production,1
products,0
professional,1
professor,0
professors,1
profile,1
profoundly,1
profundities,1
prognosis,1
program,0
programme,1
programming,1
progress,1
prohibited,1
prohibits,1
project,1
projected,1
projects,0
promise,0
promised,0
promises,0
promote,1
prompted,1
prompting,1
pronounced,1
pronunciation,1
proof,1
prop,1
propaganda,1
proper,0
properties,0
property,0
prophylaxis,1
proportion,1
proposed,1
prosecutors,1
prospect,1
prospects,1
prosperity,1
prostate,1
prosthesis,1
protect,0
protected,0
protecting,0
protection,0
protest,1
protesters,1
protesting,1
protests,1
protoscience,1
prototype,1
provide,0
provided,0
provides,0
providing,0
province,1
provinces,1
proving,0
provisioning,1
provisions,1
provocative,1
proxies,1
proxy,1
psni,1
psoriasis,1
psychiatric,1
psychiatry,1
psychological,1
psychologists,1
psychopath,1
pub,1
public,0
publicly,1
publish,0
published,1
publisher,1
publishes,1
publishing,1
puerto,0
pulitzer,1
pull,0
pulled,0
pulmonary,1
pummeled,1
pun,1
punch,1
punched,1
punching,1
punish,0
pupates,1
puppets,1
puranas,1
purchase,0
purchasing,1
purifying,1
purple,0
purpose,1
purposes,0
pursue,1
pursuing,1
pursuit,1
push,0
pushed,0
pushkin,1
pussy,0
pusteria,0
put,0
putin,0
puts,0
pygmalion,1
pygostyle,1
pyotr,0
pérez,0
qaboon,1
qaboun,1
qaeda,0
qc,0
quacks,1
quagmire,1
qualify,1
quandary,1
quarter,0
quarters,0
quartet,1
queen,0
queensland,1
quell,1
quelled,1
question,0
questioned,1
questioning,1
questions,1
quick,0
quickly,0
quiet,0
quintet,1
quito,0
quota,1
quotas,1
quoted,1
quoting,1
quraya,1
rabe,0
race,0
races,0
raceway,0
rachis,1
racing,0
radars,1
radiation,1
radio,0
rafael,0
raged,1
raid,0
raided,1
raiding,1
raids,1
rainbow,0
rained,0
raise,0
raised,1
raises,1
raising,1
rajkot,0
rajnath,0
rajoy,0
rallied,1
rallies,1
rally,0
rami,0
rampage,1
ran,1
random,1
randomly,1
range,1
ranged,1
rangers,0
ranked,1
rankine,1
rann,0
rape,1
raped,0
rapist,1
rare,1
rarely,1
rasheed,0
rastan,1
rat,0
rate,1
rates,0
ratings,0
rationale,1
ratko,0
raw,1
rdbms,0
reach,0
reached,0
reacting,1
reaction,1
reactions,1
reactive,0
read,0
readers,0
readied,1
readily,0
reading,0
readings,0
reads,0
ready,0
reaffirmed,1
reagan,0
reagents,1
real,0
reality,1
realize,0
realizes,1
reals,0
reason,0
reasonable,1
reasons,0
reassure,1
reassured,1
rebel,1
rebellious,1
rebels,0
rebound,1
rebuild,1
rebuilt,1
recall,1
recalling,1
recapitalize,1
receive,0
received,1
receiving,1
recent,0
recently,1
recession,1
recipients,1
reciprocity,1
recognition,1
recognizable,1
recognize,1
recognized,1
recognizes,1
recommended,1
record,0
recorded,1
recordings,0
records,0
recovered,1
recovering,1
recovery,1
rectrices,1
recycling,1
red,0
rededicated,1
reduce,0
reduced,1
reduces,0
reducing,1
reduction,0
reefs,1
reelected,1
reexamined,1
refer,0
reference,0
references,1
referencing,1
referred,1
referring,1
refers,1
refinance,1
refining,1
reflect,1
refocussed,1
reform,1
reformed,1
reforms,1
refrigerator,1
refuge,1
refugee,1
refugees,1
refusal,1
refuse,1
refused,1
refusing,1
refuted,1
regain,1
regained,1
regarded,1
regarding,1
regardless,1
regime,0
region,0
regional,1
regions,0
register,0
registered,1
registering,1
regularly,0
regulation,1
regulations,0
regulators,1
regulatory,1
rehabilitation,1
rehn,0
reign,1
reinforcements,1
reinstatement,1
reinterpretations,1
reiser,0
reiterated,1
rejected,1
relapse,1
related,1
relates,0
relational,1
relations,0
relationship,1
relative,0
relatively,1
relatives,0
relay,0
release,1
released,0
relentless,1
reliable,1
relied,1
relies,1
religion,0
religious,0
relinquish,1
reloaded,1
remain,0
remainder,1
remained,1
remaining,0
remains,0
remanded,1
remark,0
remarkably,1
remiges,1
reminder,0
remission,1
remnants,1
removal,1
remove,0
removed,1
renaissance,1
renal,1
renault,1
renderings,1
rendition,1
renew,1
renewed,1
rental,0
rentals,1
rented,0
repeal,1
repealed,1
repealing,1
repeat,0
repeated,0
repeatedly,1
repentant,1
replace,1
replaced,1
replacement,1
replacing,0
replied,1
report,0
reported,1
reportedly,1
reporter,0
reporters,1
reporting,0
reports,0
repossessed,1
represent,1
representation,1
representative,1
representatives,1
represented,1
repression,1
reprieve,1
reproductions,1
republic,0
republican,0
republicans,0
reputation,1
request,0
requested,1
requesting,0
requests,1
require,0
required,1
requirement,0
requires,0
rescue,1
rescued,1
rescues,1
research,0
researched,1
researchers,0
researching,1
resemble,1
resembled,1
reserve,0
reserved,1
reserving,1
residence,1
residences,1
residencies,1
resident,1
residential,1
residents,1
residing,1
resignations,1
resigned,1
resilience,1
resilient,1
resin,1
resins,1
resistance,1
resistances,1
resolve,1
resolved,0
resonate,1
resort,0
resource,1
resources,1
respect,1
respectively,1
respects,0
respiratory,1
respond,1
responded,1
responding,0
response,1
responsibility,1
responsible,0
responsibly,1
rest,0
restive,1
restore,1
restoring,1
restricted,1
restricting,1
restrictions,1
restricts,1
restructuring,1
result,0
resulted,0
resulting,1
results,0
resume,1
resumed,1
resumption,1
resurgent,1
retailer,1
retaining,1
retake,1
retaliated,1
reticular,1
retirement,1
retiring,1
retracting,1
retreat,1
retreating,1
retreats,1
return,0
returned,0
returning,1
reuniting,1
reuters,1
revamped,1
revealed,1
reveals,1
revenue,0
revered,1
reversed,1
revert,1
review,1
reviewing,1
revision,1
revolt,1
revolution,1
rheumatism,1
rhine,0
ria,0
ribs,1
rican,0
rice,0
rich,0
richard,0
ride,1
rifles,1
rigging,1
rights,0
ring,0
ringleaders,1
rio,0
riot,1
riots,1
riposte,1
rise,1
risen,1
rises,1
rising,0
risk,0
risks,1
risky,1
rivalries,1
rivals,1
river,0
rivera,0
rn,0
rna,0
road,0
roadblocks,1
roadside,1
roadworkers,1
roam,1
roamed,1
roanoke,0
rob,0
robben,0
robert,0
roberts,0
robes,0
robin,0
robust,1
rocked,1
rocket,0
rockets,0
rockledge,1
rocks,0
rockstar,1
role,0
roles,1
roll,0
rolled,1
rolls,1
roman,0
romania,0
romanized,1
romantic,1
rome,0
romney,0
ronald,0
roof,0
roofs,0
room,0
rooms,0
roots,0
roraima,1
ros,0
rosa,0
rosario,0
rose,1
rosenkavalier,0
rossíyskoj,0
rot,1
rotate,1
rotation,1
roughly,1
round,0
roundabouts,1
rounds,0
route,1
routine,1
roux,0
row,1
roxana,0
royal,0
rubber,0
ruby,0
rude,1
rudy,0
ruggiero,0
ruin,1
ruins,1
rula,0
rule,0
ruled,0
ruler,1
rulers,1
rules,0
ruling,0
run,0
running,0
runs,0
runway,1
ruqayya,1
rushed,1
russia,0
russian,0
russians,0
ryan,0
sa,0
sacrifice,1
sacrificed,1
sacrifices,1
sad,0
saddled,1
sadness,1
saenz,0
safe,0
safeguard,1
safer,0
safety,0
sag,0
sage,0
sagging,1
sagrario,0
sailed,0
sailors,0
saint,0
sale,0
sales,0
salient,1
sallé,0
saloon,1
salts,0
saluted,1
salvage,1
salzburg,1
sampling,1
samsung,0
san,0
sanctioned,1
sanctions,1
sanctuary,1
sanders,0
sang,0
sanguinarium,1
sans,0
santa,0
santamaria,0
santander,0
santiago,1
sapeornis,1
sarah,0
sardou,0
sarsfield,0
sarthe,1
sat,1
satanic,1
satellite,1
satirical,1
satisfied,1
saturated,1
saturday,0
saturn,0
satyam,0
saudi,0
save,0
saved,0
savings,0
saying,0
scale,1
scalia,0
scandal,1
scarborough,0
scary,1
scene,1
scenes,0
scent,0
schedule,1
scheduled,1
scheme,1
schemes,1
schengen,1
schistosomiasis,1
schmidt,1
school,0
schoolchildren,0
schooling,1
schools,0
schubart,1
schwarzenegger,0
science,0
sciences,1
scientists,0
scm,0
score,1
scored,1
scorer,1
scoring,0
scottish,0
scrapped,1
screamed,1
screaming,1
screen,0
scripted,1
scrotum,1
scrutiny,1
scuffle,1
scullion,1
sculptors,1
sculpture,1
scènes,0
sdl,0
sdlp,0
sea,0
seal,0
seaplanes,1
search,0
searching,0
season,1
seasons,1
seat,1
seated,0
seats,0
sebastian,0
seconds,0
secrecy,1
secret,0
secretary,0
secrets,0
sect,1
sectarian,1
section,0
sections,0
sector,1
sects,1
secure,1
secured,1
security,0
sediq,0
sediqi,0
see,0
seeing,1
seek,1
seeking,1
seeks,0
seeping,1
sees,0
segregation,1
seized,1
seizure,1
sekihan,1
select,0
selected,0
selection,1
selenium,1
self,1
selim,0
selimiye,1
sell,0
selling,0
selo,0
semachai,0
semimetals,1
senate,0
senator,1
senators,0
send,0
sending,0
senior,0
senna,0
sense,0
sensitive,1
sentence,0
sentenced,1
sentences,1
sentiment,1
sentiments,1
seoul,0
separate,1
separated,1
separately,1
sepsis,1
september,0
sequence,1
sequences,1
serb,0
serbia,0
serbian,1
sergeant,1
serial,1
series,0
serious,0
seriously,1
seriousness,1
serve,0
served,0
server,0
servers,1
service,0
services,0
serving,1
set,0
setback,1
sets,0
setting,0
settled,1
setup,1
setups,1
severe,1
severely,1
sewed,1
sex,0
señora,0
shabiha,1
shade,0
shaken,1
shakespeare,1
shaking,0
shalygina,0
shanghai,0
shankara,0
shanmuganathan,1
shape,1
share,0
shared,0
shares,1
sharks,0
sharp,1
sharper,1
sharply,0
shattered,1
shaw,0
sheet,0
sheets,0
sheffield,1
sheikh,1
shelf,1
shell,1
shelled,1
shelling,1
shells,1
shelter,1
sheremetyevo,1
sheriff,1
shield,1
shifting,1
shifts,1
shiite,0
shillong,0
shin,0
ship,0
ships,0
shoal,1
shock,1
shocked,1
shoot,0
shooter,0
shooting,1
shootings,0
shop,0
shopping,0
shops,0
shore,1
short,0
shortlisting,1
shortly,0
shot,0
shots,0
shoulder,1
shouts,1
show,0
showed,0
showing,0
shown,0
shows,0
showy,1
shrapnel,1
shrine,1
shrink,1
shrinking,1
shuttle,1
siblings,1
sick,0
side,0
sides,0
sight,0
sighted,1
sightings,1
sign,0
signal,1
signed,0
significance,1
significant,1
significantly,1
signing,1
signings,1
signs,0
siiri,0
silence,0
silent,0
silicon,0
silver,0
similar,0
similarity,1
simple,0
simpler,0
simplest,0
simply,0
simultaneously,1
sinai,0
sinan,0
sincere,1
sindicato,0
singer,0
singh,0
single,0
singly,1
sink,1
sinn,0
sinân,0
sir,0
sister,0
sit,0
site,1
sites,0
sits,0
sitting,0
situation,1
sixth,0
size,0
sizes,0
siˈnan,0
skeleton,0
skeptical,1
skidded,1
skies,0
skin,0
skittish,1
skull,1
sky,0
skype,0
skyscraper,1
slain,1
slamming,1
slapped,1
slash,1
slaughter,1
slayer,0
sledge,1
sleep,0
slept,1
slid,1
sliding,1
slight,1
slightest,1
slipped,1
slonina,0
slovak,0
slovakia,1
slovakian,1
slow,0
slower,0
slowly,0
sluggish,1
slumped,1
small,0
smaller,0
smallest,0
smart,0
smartphone,1
smartphones,0
smashed,1
smell,0
smile,0
smith,0
smokey,0
smolensk,1
smoothly,1
smuggling,1
snapped,1
sniper,1
snipers,1
snowden,0
sobre,0
social,1
society,0
sock,0
sockpuppetry,1
soewondo,1
soft,0
software,0
soil,1
solanaceae,1
solar,0
sold,0
soldier,0
soldiers,0
sole,1
solely,1
solid,0
solitary,1
solution,0
solutions,0
solvency,1
solvent,1
somber,1
somehow,0
sometimes,0
son,0
sonata,0
sonatas,1
song,0
songkhla,0
songs,0
sonia,0
sons,0
sooner,1
soothe,1
soprano,1
soraya,0
sort,0
sorted,1
sotomayor,0
sought,1
soul,1
sound,0
sounding,1
source,0
sources,0
south,0
southeast,0
southern,0
sovereign,1
sovereignty,1
soviet,0
soviets,1
space,0
spacecraft,1
spaces,0
spain,0
spamming,1
spanish,0
sparking,1
speak,0
speakers,0
speaking,0
spear,1
special,0
specially,1
species,1
specific,1
specifically,1
specifies,1
specimen,1
spectral,1
spectrophotometer,1
spectrum,1
speech,0
speeds,0
speedway,0
spelled,0
spelling,0
spend,0
spending,0
spent,0
sphagnum,1
spiking,1
spilled,1
spirit,0
spiritual,1
spiro,0
split,0
spoke,0
spoken,1
spokesman,1
spokesperson,1
spokeswoman,1
spoletium,1
sponsorship,1
spores,1
sport,0
sported,1
sports,0
spot,1
spotted,1
spratly,0
spratlys,1
sprawling,1
spread,1
spreading,1
spring,0
sprue,1
squad,1
squadron,1
square,0
squares,0
squid,1
srebrenica,0
st,0
stab,1
stabbing,1
stability,1
stable,0
stadium,1
staff,0
staffed,1
staffers,1
stage,1
staged,1
stake,1
stakes,1
staking,1
stalk,1
stalking,1
stalks,1
stalled,1
stance,1
stand,1
standard,0
standardized,1
standing,0
standoff,1
stands,0
stanković,0
stanley,0
star,0
stark,1
starred,1
starring,1
stars,0
start,0
started,0
starting,0
starts,0
starvation,1
starved,1
state,0
stated,0
statement,1
statements,1
states,0
stating,0
station,0
stationed,1
stationery,1
stations,0
statistics,1
statuette,1
status,0
stay,0
stayed,1
staying,0
steady,1
stealing,1
steep,1
steeply,1
steered,1
stein,1
stellar,1
stemming,1
stencilling,1
stencils,1
stent,1
step,0
stephen,0
stepped,0
stepping,1
steps,0
stewart,0
sticks,0
stigmatize,1
still,0
stimulated,1
stimulating,1
stimulation,1
stint,1
stints,1
stock,1
stockholm,1
stockmen,0
stocks,0
stone,0
stood,1
stop,0
stopped,0
stopping,0
stops,0
storage,1
store,0
stories,0
storm,0
stormed,1
stormont,0
story,0
stowaways,1
strain,1
strained,1
strains,1
strait,1
strand,0
strategic,1
strategy,1
straw,1
street,0
streets,0
strength,1
strengthen,0
strengthening,1
stressed,1
stretch,1
strict,0
strike,0
strikes,0
striking,1
string,1
stripes,1
stripped,1
stripping,1
stroke,1
strong,0
strongest,0
stronghold,1
strongholds,1
strongly,0
struck,1
structurally,1
structure,1
struggle,1
struggling,1
student,0
studies,0
studios,0
study,0
studymate,1
stuff,1
stuffing,1
stumps,1
stunned,1
style,0
styles,0
stylistic,1
subcutaneous,1
subdivided,1
subject,1
subjected,1
subjects,1
submit,0
submitted,1
subsequent,1
subsequently,1
substances,1
substantially,1
substellar,1
substitution,1
suburb,1
suburbs,1
subversive,1
succeed,1
succeeded,1
success,0
successes,1
successful,1
successive,1
successor,1
such,0
suction,1
sudden,1
suffered,1
suffering,1
suffocated,1
sugar,0
suggest,0
suggested,0
suggestion,1
suggests,0
suicide,0
suit,0
suitable,1
suite,1
suleiman,1
sultans,1
sumatra,0
summer,0
summers,0
summit,1
summoned,1
summonsed,1
sun,0
sundance,1
sunday,0
sung,1
sunlight,0
sunni,0
sunnis,0
sunonline,0
sunrise,0
super,0
supergp,1
supervision,1
supplies,0
supply,0
support,0
supported,1
supporters,1
supporting,1
supportive,1
supports,0
supposed,1
supreme,0
supriatna,1
surat,0
surface,1
surfaces,0
surge,1
surged,1
surgery,1
surgical,1
surpassed,1
surprise,0
surround,1
surrounded,1
surroundings,1
surveillance,1
survival,1
survivors,1
susan,0
suspect,1
suspected,1
suspects,1
suspicion,1
suspicious,1
suspiciously,1
sussex,0
sustained,1
sustenance,1
sutherland,0
sutil,0
suture,1
suzuka,0
sv,0
sveriges,0
swarmed,1
swat,1
sweat,1
sweden,0
swedish,1
sweeping,1
sweet,0
swept,1
swift,1
swipe,1
switch,1
switched,1
switzerland,0
swollen,1
syian,0
symbolic,1
symbolism,1
sympathetically,1
sympathies,1
sympathy,1
symphonic,1
symphonies,1
symphony,0
symptomatic,1
synapses,1
syria,0
syrian,0
syrians,0
system,0
systemic,1
systems,1
szatkowski,1
szydło,0
síly,0
süle,0
table,0
tablet,0
tablets,0
tachycardia,1
tackle,1
tackled,1
tactic,1
tactics,1
tag,0
tail,0
tailored,1
taiwan,0
takes,0
taking,0
taliban,1
talk,0
talking,0
talks,0
tall,0
tallaght,0
tallari,1
tallest,1
tamil,1
tanks,0
tanning,1
tannins,1
tanya,0
tao,1
target,0
targeted,1
targeting,1
targets,1
targetted,1
tarigan,1
task,0
tasked,1
tasmania,0
taught,1
tawam,0
tax,0
taxes,0
taylor,0
teaching,0
team,0
teammate,1
teams,0
tear,1
tears,0
teatr,1
techcrunch,1
technical,1
technically,1
technician,1
technique,1
technology,1
teen,1
teenage,1
teenager,0
teens,1
teeth,0
teide,0
teixeira,1
tel,0
telephone,0
telescope,1
televised,1
television,0
telling,0
tells,0
temer,0
temperature,0
temperatures,1
tenancy,1
tens,0
tense,0
tension,1
tensions,1
tentacled,1
tentacles,1
tenth,1
tenure,1
term,0
termed,1
terminology,1
termites,1
terms,0
terrace,1
terrain,1
terrible,1
territorial,1
territory,1
terror,1
terrorist,1
terrorists,0
test,0
testing,0
tests,0
teterow,0
tether,1
text,0
texted,1
thacker,0
thai,0
thailand,0
thank,0
thaw,1
the,0
theater,0
theatre,1
themselves,0
then,0
theories,1
theory,0
therapy,1
thereby,1
therefore,0
theresa,0
therizinosauroids,1
thermodynamic,1
thermodynamics,1
thermonuclear,1
theropods,1
thespis,1
thigh,0
thilafushi,1
thing,0
things,0
thinking,0
thomas,0
thoroughfares,1
thought,0
thoughts,0
thousand,1
thousands,0
threat,0
threaten,1
threatened,1
threatening,1
threatens,1
threats,0
threshold,0
threw,0
thrillers,1
thrombosis,1
throne,1
throttle,1
throughout,1
throwing,0
thrown,1
thunder,0
thursday,0
thus,0
thymine,1
thyroid,1
théâtre,0
tide,1
tidning,0
tier,1
ties,0
tigers,0
tight,0
tightened,1
tightening,1
tilings,1
tim,0
time,0
timeline,1
times,0
timing,0
timpani,1
tip,0
tired,0
tiring,1
titan,0
title,1
titles,1
titusville,0
tobacco,1
tod,0
today,0
toiled,1
token,1
told,0
tolerated,1
toll,1
tom,0
tomasz,0
tomorrow,1
tone,0
tonnes,1
tony,0
tonya,0
tool,0
tools,0
toome,0
toomebridge,0
tootsie,0
top,0
topic,0
topical,1
topics,0
topped,1
topple,1
torching,1
tore,1
toronto,1
torres,0
torture,1
tortured,1
tossed,1
total,0
touch,0
touched,0
tough,0
tour,0
tourism,1
tourists,1
tournaments,1
touted,1
towards,0
towel,0
tower,0
town,0
towns,0
toxic,0
toxins,1
trace,1
tracery,1
track,0
trackers,1
tractor,0
trade,0
traders,1
trading,1
tradition,0
traditional,1
traditionally,1
traffickers,1
tragedy,1
tragic,1
tragically,1
train,0
trained,0
training,0
traitor,1
trans,0
transaction,1
transcribed,1
transcript,1
transcription,1
transfer,0
transferred,1
transforming,1
transition,1
transitional,1
transparency,1
transport,1
transported,1
trapping,1
trash,0
trauma,1
traumatised,1
travel,0
traveled,0
travelled,0
travis,0
treat,0
treated,1
treatment,1
treaty,1
trebonianus,0
tree,0
trees,0
trematodes,1
trend,1
trending,1
triage,1
trial,1
tribunal,1
tributaries,1
tributes,1
triethylborane,1
triggered,1
triggering,1
trillion,1
trilogy,1
trim,1
trinity,0
trip,0
tripoli,0
tristan,0
triumfalnaya,0
troop,0
troops,0
trophies,1
trophy,1
tropical,1
trouble,0
troubled,1
troublemakers,1
trove,1
tru,0
truce,1
truck,0
trucks,0
true,0
truly,0
trump,0
trust,0
truthful,0
trypanosome,1
tsarskoye,1
tsg,0
tube,0
tuberculosis,1
tuesday,0
tumbled,1
tumblr,1
tumor,1
tunnel,0
turkey,0
turkish,0
turn,0
turned,0
turning,0
turns,0
turīya,1
tuscany,0
tusks,1
tutor,1
tv,0
tweeted,1
twentieth,1
twice,0
twin,0
twitter,0
types,0
typically,1
uefa,0
uk,0
ukraine,0
ulcer,1
ultimately,1
un,0
unable,0
unacceptable,1
unalloyed,1
unannounced,1
unanswered,1
unauthorized,1
unblock,0
unblocked,0
uncertain,1
uncertainty,1
unchanged,1
uncle,0
unconditionally,1
und,0
undergo,1
undergoing,1
undergone,1
underground,1
underlying,1
undermine,1
undermined,1
undermines,1
underneath,1
underscore,1
underscores,1
undersecretary,1
understand,0
understood,0
underwent,1
undisclosed,1
unearthed,1
unease,1
unemployment,0
unexpected,1
unfair,0
unfolded,1
unfortunately,1
unhappy,0
unidentified,1
unification,1
unilateral,1
union,0
unique,1
unit,0
united,0
units,0
unity,0
universal,1
universelle,1
universitaire,0
university,0
unknown,0
unleashed,1
unleashing,1
unlikely,1
unlocked,1
unmolested,1
unnamed,1
unoccupied,1
unpopular,0
unprecedented,1
unrelated,0
unrest,1
unsanctioned,1
unsophisticated,1
unsubtle,1
unsuccessfully,1
unusual,0
unusually,1
unveiled,1
unwinnable,1
update,0
upgraded,1
upper,0
uprising,1
upwards,1
uracil,1
urged,1
urgent,1
urges,1
urging,1
urm,0
urn,1
us,0
usage,1
user,0
username,1
usernames,1
users,0
usher,1
using,0
uss,0
usual,0
usually,1
utc,0
utv,0
vabbinfaru,1
vacationing,1
vaccination,1
vadstena,1
vaguely,1
vaikundar,1
valerian,1
valerie,0
valley,0
valuable,1
value,1
values,1
valuing,1
vampire,1
van,0
vandalism,1
vandals,1
vanes,1
vanished,1
vanishing,1
varied,1
variety,1
various,1
vary,0
vascular,1
vast,1
vegas,0
vehicle,1
vehicles,1
veils,1
venice,0
venous,1
venture,1
venturebeat,0
venue,1
venues,1
verified,1
verify,1
vermelho,0
vermont,0
version,0
versions,1
vertebrae,1
vertebrate,0
vertebrates,1
very,0
vessel,1
vessels,1
vester,0
vestmanlands,0
via,1
viability,1
vice,0
vicinity,1
vicious,1
vicki,0
victim,1
victims,1
victoria,0
victorian,0
victorien,0
victory,1
video,0
videos,0
vied,1
vietnam,0
view,0
viewed,0
views,0
vigna,0
villa,1
village,0
villages,0
vine,1
viola,0
violated,1
violates,1
violating,1
violation,1
violations,1
violence,1
violent,0
violin,1
viral,1
virgin,0
virginia,0
virtual,1
virulently,1
virus,1
visa,1
vishnu,1
visible,0
vision,1
visit,0
visited,0
visiting,0
visits,0
vitae,1
vital,1
vitamin,0
vivid,1
vladimir,0
vlt,0
vocal,1
vogel,0
voiced,1
volunteered,1
volunteers,1
von,0
voruzhonnije,0
vote,0
voted,0
voter,0
voters,0
votes,0
voting,0
vowed,1
vulnerable,1
västerås,0
wachowski,1
wage,1
waged,1
wages,1
wagner,0
wagon,1
wai,0
waited,0
waiting,0
wake,0
wales,0
walk,0
walked,0
walking,0
wall,0
wallpaper,0
walls,0
wanted,0
war,0
ward,0
warfare,1
warily,1
warm,0
warned,0
warning,1
warns,0
warring,0
wars,0
warsaw,0
warship,1
wartime,1
wash,0
washed,0
washington,0
waste,0
watch,0
watchdog,1
watching,0
water,0
watermelon,0
waters,0
wave,1
waves,0
ways,0
waziri,0
waziristan,0
wdbj,0
weaken,1
weakening,1
weakness,1
wealth,1
wealthiest,1
weaponry,1
weapons,1
wearing,0
wears,1
weather,0
web,1
website,0
wedged,1
wednesday,0
week,0
weekend,0
weekly,0
weeks,0
weigh,0
weighing,1
weighs,0
weight,1
welcomes,0
welcoming,0
welfare,1
wembley,0
wesh,0
west,0
western,0
westerners,0
wftv,0
wheat,0
whedon,0
wheels,0
whereas,1
wherever,1
whichever,1
whistleblower,1
white,0
whole,0
whom,1
wide,0
widely,1
widened,1
wider,0
widespread,1
widower,1
wife,0
wikileaks,1
wikinews,0
wikipedia,0
wikipedians,1
wild,0
william,0
williams,0
willing,1
willingness,1
willis,0
wilson,0
win,0
wind,0
winding,1
window,0
windows,0
winds,0
wing,0
winger,0
wings,1
winner,0
winners,1
winning,0
winter,0
wiplinger,1
wire,0
wireline,1
wirral,0
wished,0
withdraw,1
withdrawal,1
withdrawn,1
withdrew,1
witheridge,1
withholds,1
witness,1
witnesses,1
woke,0
wolf,0
woman,0
women,0
won,0
wonderful,0
wonguwan,0
wood,0
woolton,1
word,0
words,0
work,0
worked,0
workers,0
workforce,1
working,0
workings,0
works,0
world,0
worlds,0
worldwide,0
worried,0
worry,0
worse,1
worsening,1
worst,1
worth,1
wound,0
wounded,0
wounding,1
wounds,1
woven,1
wranglers,1
wrapped,1
wreckage,1
wrenching,0
write,0
writer,0
written,0
wrong,0
wrongdoing,1
wrote,0
wwikinews,0
xinhua,0
yaakov,0
yahoo,0
yai,0
yale,0
yard,0
year,0
years,0
yelling,1
yellow,0
yells,0
yeltsin,0
yeoncheon,1
yesterday,0
yet,0
yield,1
yields,1
yitzhak,0
yolngu,0
yonhap,1
york,0
young,0
youth,0
youthful,1
youtube,0
yuan,0
yugoslav,0
yukam,0
zabihullah,0
zabiullah,0
zambales,0
zandvoort,1
zaw,0
zealand,0
zeffirelli,0
zhang,0
zhonggou,0
zingiber,1
zombies,1
zone,0
zoo,0
zoological,1
zorian,0
zuckerberg,0
álvarez,0
âr,0
âğâ,0
żagań,0
ˈalfons,0
ˈmuxa,0
ˈtuː,0
國立中央大學,0
金陵女子大学,0
